800	78.144098
799	78.144098
798	78.144098
797	78.144098
796	78.144098
795	78.144098
794	78.144098
793	78.144098
792	78.144098
791	78.144098
790	78.144098
789	78.144098
788	78.144098
787	78.144098
786	78.144098
785	78.144098
784	78.144098
783	78.144098
782	78.144098
781	78.144098
780	78.144098
779	78.144098
778	78.144098
777	78.144098
776	78.144098
775	78.144098
774	78.144098
773	78.144098
772	78.144098
771	78.144098
770	78.144098
769	78.144098
768	78.144098
767	78.144098
766	78.144098
765	78.144098
764	78.144098
763	78.144098
762	78.144098
761	78.144098
760	78.144098
759	78.144098
758	78.144098
757	78.144098
756	78.144098
755	78.144098
754	78.144098
753	78.144098
752	78.144098
751	78.144098
750	78.144098
749	78.144098
748	78.144098
747	78.144098
746	78.144098
745	78.144098
744	78.144098
743	78.144098
742	78.144098
741	78.144098
740	78.144098
739	78.144098
738	78.144098
737	78.144098
736	78.144098
735	78.144098
734	78.144098
733	78.144098
732	78.144098
731	78.144098
730	78.144098
729	78.144098
728	78.144098
727	78.144098
726	78.144098
725	78.144098
724	78.144098
723	78.144098
722	78.144098
721	78.144098
720	78.144098
719	78.144098
718	78.144098
717	78.144098
716	78.144098
715	78.144098
714	78.144098
713	78.144098
712	78.144098
711	78.144098
710	78.144098
709	78.144098
708	78.144098
707	78.144098
706	78.144098
705	78.144098
704	78.144098
703	78.144098
702	78.144098
701	78.144098
700	78.144098
699	78.144098
698	78.144098
697	78.144098
696	78.144098
695	78.144098
694	78.144098
693	78.144098
692	78.144098
691	78.144098
690	78.144098
689	78.144098
688	78.144098
687	78.144098
686	78.144098
685	78.144098
684	78.144098
683	78.144098
682	78.144098
681	78.144098
680	78.144098
679	78.144098
678	78.144098
677	78.144098
676	78.144098
675	78.144098
674	78.144098
673	78.144098
672	78.144098
671	78.144098
670	78.144098
669	78.144098
668	78.144098
667	78.144098
666	78.144098
665	78.144098
664	78.144098
663	78.144098
662	78.144098
661	78.144098
660	78.144098
659	78.144098
658	78.144098
657	78.144098
656	78.144098
655	78.144098
654	78.144098
653	78.144098
652	78.144098
651	78.144098
650	78.144098
649	78.144098
648	78.144098
647	78.144098
646	78.144098
645	78.144098
644	78.144098
643	78.144098
642	78.144098
641	78.144098
640	78.144098
639	78.144098
638	78.144098
637	78.144098
636	78.144098
635	78.144098
634	78.144098
633	78.144098
632	78.144098
631	78.144098
630	78.144098
629	78.144098
628	78.144098
627	78.144098
626	78.144098
625	78.144098
624	78.144098
623	78.144098
622	78.144098
621	78.144098
620	78.144098
619	78.144098
618	78.144098
617	78.144098
616	78.144098
615	78.144098
614	78.144098
613	78.144098
612	78.144098
611	78.144098
610	78.144098
609	78.144098
608	78.144098
607	78.144098
606	78.144098
605	78.144098
604	78.144098
603	78.144098
602	78.144098
601	78.144098
600	78.144098
599	78.140898
598	78.182479
597	78.217645
596	78.252795
595	78.31028
594	78.396428
593	78.412371
592	78.460181
591	78.523882
590	78.568442
589	78.593893
588	78.654307
587	78.724202
586	78.790862
585	78.860637
584	78.892332
583	78.917679
582	78.98101
581	79.037966
580	79.107522
579	79.135959
578	79.243296
577	79.284299
576	79.303216
575	79.385137
574	79.448096
573	79.485848
572	79.545584
571	79.630396
570	79.680612
569	79.771549
568	79.824808
567	79.884291
566	79.949984
565	80.02812
564	80.087452
563	80.137382
562	80.218452
561	80.290099
560	80.346126
559	80.423877
558	80.513974
557	80.572948
556	80.628779
555	80.684571
554	80.783662
553	80.8579
552	80.928981
551	81.015431
550	81.070957
549	81.151094
548	81.237307
547	81.314205
546	81.394103
545	81.455509
544	81.553663
543	81.621076
542	81.697613
541	81.771022
540	81.859636
539	81.942053
538	82.012194
537	82.097503
536	82.179681
535	82.286086
534	82.346828
533	82.44392
532	82.513635
531	82.586318
530	82.686154
529	82.773788
528	82.852278
527	82.978913
526	83.039147
525	83.138439
524	83.258633
523	83.30066
522	83.390647
521	83.48952
520	83.579304
519	83.666003
518	83.767535
517	83.877887
516	83.964278
515	84.068425
514	84.187291
513	84.267431
512	84.362314
511	84.471889
510	84.587233
509	84.666995
508	84.773227
507	84.885217
506	84.979409
505	85.06762
504	85.149868
503	85.281886
502	85.39028
501	85.501462
500	85.594976
499	85.685471
498	85.772956
497	85.898196
496	86
495	86.066834
494	86.156834
493	86.267027
492	86.330759
491	86.420484
490	86.507225
489	86.6112
488	86.700634
487	86.798618
486	86.879227
485	86.991379
484	87.103387
483	87.215251
482	87.301203
481	87.418534
480	87.515713
479	87.5871
478	87.723999
477	87.792369
476	87.920419
475	88.034084
474	88.139095
473	88.229814
472	88.314778
471	88.388348
470	88.526832
469	88.614333
468	88.673559
467	88.769364
466	88.879131
465	88.957855
464	89.005618
463	89.109483
462	89.188004
461	89.291657
460	89.400783
459	89.439924
458	89.540494
457	89.657682
456	89.752437
455	89.749652
454	89.849875
453	89.96666
452	90.077744
451	90.136008
450	90.233032
449	90.313343
448	90.401881
447	90.501381
446	90.581455
445	90.655943
444	90.702811
443	90.801982
442	90.928543
441	90.978019
440	91.06042
439	91.129029
438	91.200329
437	91.348235
436	91.446706
435	91.512294
434	91.60786
433	91.686967
432	91.71423
431	91.733309
430	91.8477
429	91.945636
428	92.043468
427	92.116774
426	92.192733
425	92.298429
424	92.357999
423	92.436465
422	92.471617
421	92.549986
420	92.676858
419	92.711919
418	92.771224
417	92.843955
416	92.940841
415	92.978492
414	93.088667
413	93.1531
412	93.230896
411	93.265749
410	93.322023
409	93.367553
408	93.434469
407	93.528071
406	93.586858
405	93.738999
404	93.725664
403	93.744333
402	93.813645
401	93.914855
400	93.992021
399	94.06115
398	94.119605
397	94.164749
396	94.284145
395	94.329211
394	94.366308
393	94.456339
392	94.517194
391	94.527774
390	94.575367
389	94.580653
388	94.715363
387	94.646712
386	94.744393
385	94.841974
384	94.839338
383	94.926287
382	94.949987
381	95.034204
380	95.073656
379	95.144627
378	95.160391
377	95.191911
376	95.265419
375	95.304774
374	95.333625
373	95.404402
372	95.422744
371	95.506544
370	95.514397
369	95.561499
368	95.679151
367	95.69744
366	95.715725
365	95.762728
364	95.854056
363	95.812317
362	95.856664
361	95.890563
360	95.989583
359	95.93748
358	96.010416
357	96.039055
356	96.106712
355	96.218501
354	96.166522
353	96.260064
352	96.247078
351	96.241883
350	96.371676
349	96.317184
348	96.304206
347	96.350921
346	96.317184
345	96.41058
344	96.459836
343	96.516838
342	96.532378
341	96.514248
340	96.550505
339	96.612629
338	96.589337
337	96.63074
336	96.66954
335	96.703154
334	96.783263
333	96.721249
332	96.646262
331	96.747093
330	96.871048
329	96.79876
328	96.796178
327	96.829747
326	96.909752
325	96.889112
324	96.840074
323	96.865887
322	96.860725
321	96.845237
320	96.912332
319	96.927808
318	96.914911
317	96.930387
316	97.007732
315	96.958754
314	96.98969
313	96.945861
312	97.01804
311	97.082439
310	97.041228
309	97.028346
308	97.015463
307	97.043805
306	97.108187
305	97.110762
304	97.082439
303	97.054109
302	97.139076
301	97.144223
300	97.195679
299	97.182817
298	97.1751
297	97.216254
296	97.223968
295	97.29851
294	97.270242
293	97.29851
292	97.275382
291	97.311356
290	97.275382
289	97.262531
288	97.290801
287	97.288232
286	97.22654
285	97.223968
284	97.234253
283	97.22654
282	97.213682
281	97.252249
280	97.25482
279	97.198251
278	97.221397
277	97.193107
276	97.221397
275	97.172527
274	97.133928
273	97.103038
272	97.061836
271	97.136502
270	97.11591
269	97.028346
268	97.015463
267	96.994845
266	96.951019
265	96.930387
264	96.865887
263	96.87879
262	96.840074
261	96.77293
260	96.747093
259	96.700569
258	96.659195
257	96.58416
256	96.553094
255	96.586749
254	96.480568
253	96.376864
252	96.335352
251	96.304206
250	96.23409
249	96.122318
248	95.997396
247	95.91663
246	95.825362
245	95.671312
244	95.527483
243	95.378195
242	95.294281
241	95.09469
240	94.947354
239	94.84461
238	94.620294
237	94.40339
236	94.143507
235	93.880243
234	93.642939
233	93.383617
232	93.03494
231	92.687648
230	92.276758
229	91.872194
228	91.375598
227	90.812995
226	90.288427
225	89.587946
224	88.766548
223	87.943163
222	87.028731
221	85.953476
220	84.625646
219	83.219589
218	81.636389
217	79.818544
216	77.720654
215	75.35914
214	72.649845
213	69.580888
212	66.215557
211	62.485998
210	58.32238
209	53.80985
208	48.872283
207	43.760713
206	38.574603
205	33.24906
204	28.178006
203	23.664319
202	19.761073
201	16.643317
200	14.491377
